,PlantType,DataSource,ATBTechnologyType,FuelType,ThermalOrRenewableOrStorage,Capacity (MW),Heat Rate (Btu/kWh),CAPEX(2012$/MW),FOM(2012$/MW/yr),VOM(2012$/MWh),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),CO2EmRate(lb/MMBtu),Lifetime(years),FuelPrice($/MMBtu),SO2 Scrubber,CoalType,Efficiency,Nameplate Energy Capacity (MWh),Minimum Energy Capacity (MWh),Maximum Charge Rate (MW),ECAPEX(2012$/MWH),PlantCategory,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,region,Latitude,Longitude,geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,GAMS Symbol
395,solarlat37.49lon-106.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,37.49,-106.06,POINT (-106.06 37.49),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat37.49lon-106.06CO
396,solarlat37.49lon-104.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,37.49,-104.06,POINT (-104.06 37.49),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat37.49lon-104.06CO
397,solarlat37.49lon-102.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,37.49,-102.06,POINT (-102.06 37.49),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat37.49lon-102.06CO
398,solarlat37.99lon-108.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,37.99,-108.56,POINT (-108.56 37.99),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat37.99lon-108.56CO
399,solarlat37.99lon-106.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,37.99,-106.56,POINT (-106.56 37.99),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat37.99lon-106.56CO
400,solarlat37.99lon-104.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,37.99,-104.56,POINT (-104.56 37.99),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat37.99lon-104.56CO
401,solarlat37.99lon-102.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,37.99,-102.56,POINT (-102.56 37.99),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat37.99lon-102.56CO
402,solarlat38.49lon-108.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,38.49,-108.06,POINT (-108.06 38.49),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat38.49lon-108.06CO
403,solarlat38.49lon-106.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,38.49,-106.06,POINT (-106.06 38.49),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat38.49lon-106.06CO
404,solarlat38.49lon-104.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,38.49,-104.06,POINT (-104.06 38.49),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat38.49lon-104.06CO
405,solarlat38.49lon-102.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,38.49,-102.06,POINT (-102.06 38.49),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat38.49lon-102.06CO
406,solarlat38.99lon-107.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,38.99,-107.06,POINT (-107.06 38.99),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat38.99lon-107.06CO
407,solarlat38.99lon-103.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,38.99,-103.06,POINT (-103.06 38.99),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat38.99lon-103.06CO
408,solarlat39.49lon-103.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,39.49,-103.56,POINT (-103.56 39.49),33.0,34.0,34.0,20.9657436559,15.0386794386,p34,rto5,solarlat39.49lon-103.56CO
409,windlat37.5lon-113.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,37.5,-113.55,POINT (-113.55 37.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat37.5lon-113.55UT
410,windlat37.5lon-111.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,37.5,-111.55,POINT (-111.55 37.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat37.5lon-111.55UT
411,windlat37.5lon-109.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,37.5,-109.55,POINT (-109.55 37.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat37.5lon-109.55UT
412,windlat38.0lon-113.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,38.0,-113.05,POINT (-113.05 38),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat38.0lon-113.05UT
413,windlat38.0lon-111.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,38.0,-111.05,POINT (-111.05 38),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat38.0lon-111.05UT
414,windlat38.0lon-109.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,38.0,-109.05,POINT (-109.05 38),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat38.0lon-109.05UT
415,windlat38.5lon-112.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,38.5,-112.55,POINT (-112.55 38.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat38.5lon-112.55UT
416,windlat38.5lon-110.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,38.5,-110.55,POINT (-110.55 38.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat38.5lon-110.55UT
417,windlat38.54lon-112.82,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,38.54,-112.82,POINT (-112.82 38.54),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat38.54lon-112.82UT
418,windlat39.0lon-113.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,39.0,-113.55,POINT (-113.55 39),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat39.0lon-113.55UT
419,windlat39.0lon-111.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,39.0,-111.55,POINT (-111.55 39),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat39.0lon-111.55UT
420,windlat39.0lon-109.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,39.0,-109.55,POINT (-109.55 39),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat39.0lon-109.55UT
421,windlat39.5lon-113.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,39.5,-113.05,POINT (-113.05 39.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat39.5lon-113.05UT
422,windlat39.5lon-111.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,39.5,-111.05,POINT (-111.05 39.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat39.5lon-111.05UT
423,windlat40.0lon-112.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,40.0,-112.05,POINT (-112.05 40),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat40.0lon-112.05UT
424,windlat40.5lon-112.32,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,40.5,-112.32,POINT (-112.32 40.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat40.5lon-112.32UT
425,windlat41.0lon-113.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,41.0,-113.55,POINT (-113.55 41),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat41.0lon-113.55UT
426,windlat41.5lon-113.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,41.5,-113.55,POINT (-113.55 41.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat41.5lon-113.55UT
427,windlat41.5lon-111.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,41.5,-111.55,POINT (-111.55 41.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,windlat41.5lon-111.55UT
428,solarlat37.0lon-109.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,37.0,-109.05,POINT (-109.05 37),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat37.0lon-109.05UT
429,solarlat37.5lon-114.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,37.5,-114.05,POINT (-114.05 37.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat37.5lon-114.05UT
430,solarlat37.5lon-112.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,37.5,-112.05,POINT (-112.05 37.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat37.5lon-112.05UT
431,solarlat37.5lon-110.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,37.5,-110.05,POINT (-110.05 37.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat37.5lon-110.05UT
432,solarlat38.0lon-113.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,38.0,-113.55,POINT (-113.55 38),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat38.0lon-113.55UT
433,solarlat38.0lon-111.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,38.0,-111.55,POINT (-111.55 38),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat38.0lon-111.55UT
434,solarlat38.0lon-109.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,38.0,-109.55,POINT (-109.55 38),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat38.0lon-109.55UT
435,solarlat38.5lon-113.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,38.5,-113.55,POINT (-113.55 38.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat38.5lon-113.55UT
436,solarlat38.5lon-111.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,38.5,-111.55,POINT (-111.55 38.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat38.5lon-111.55UT
437,solarlat38.5lon-109.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,38.5,-109.55,POINT (-109.55 38.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat38.5lon-109.55UT
438,solarlat39.0lon-112.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,39.0,-112.55,POINT (-112.55 39),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat39.0lon-112.55UT
439,solarlat39.0lon-110.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,39.0,-110.55,POINT (-110.55 39),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat39.0lon-110.55UT
440,solarlat39.5lon-113.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,39.5,-113.05,POINT (-113.05 39.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat39.5lon-113.05UT
441,solarlat39.5lon-111.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,39.5,-111.05,POINT (-111.05 39.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat39.5lon-111.05UT
442,solarlat40.0lon-113.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,40.0,-113.55,POINT (-113.55 40),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat40.0lon-113.55UT
443,solarlat40.0lon-111.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,40.0,-111.55,POINT (-111.55 40),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat40.0lon-111.55UT
444,solarlat40.5lon-112.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,40.5,-112.55,POINT (-112.55 40.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat40.5lon-112.55UT
445,solarlat41.0lon-113.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,41.0,-113.55,POINT (-113.55 41),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat41.0lon-113.55UT
446,solarlat41.5lon-113.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,41.5,-113.05,POINT (-113.05 41.5),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat41.5lon-113.05UT
447,solarlat42.0lon-112.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,42.0,-112.55,POINT (-112.55 42),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,solarlat42.0lon-112.55UT
448,windlat38.99lon-106.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,38.99,-106.06,POINT (-106.06 38.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat38.99lon-106.06CO
449,windlat39.49lon-107.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,39.49,-107.56,POINT (-107.56 39.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat39.49lon-107.56CO
450,windlat39.49lon-105.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,39.49,-105.56,POINT (-105.56 39.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat39.49lon-105.56CO
451,windlat39.99lon-108.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,39.99,-108.56,POINT (-108.56 39.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat39.99lon-108.56CO
452,windlat39.99lon-106.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,39.99,-106.56,POINT (-106.56 39.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat39.99lon-106.56CO
453,windlat39.99lon-104.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,39.99,-104.56,POINT (-104.56 39.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat39.99lon-104.56CO
454,windlat39.99lon-102.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,39.99,-102.56,POINT (-102.56 39.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat39.99lon-102.56CO
455,windlat40.49lon-108.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,40.49,-108.56,POINT (-108.56 40.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat40.49lon-108.56CO
456,windlat40.49lon-106.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,40.49,-106.56,POINT (-106.56 40.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat40.49lon-106.56CO
457,windlat40.49lon-104.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,40.49,-104.56,POINT (-104.56 40.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat40.49lon-104.56CO
458,windlat40.49lon-102.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,40.49,-102.56,POINT (-102.56 40.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat40.49lon-102.56CO
459,windlat40.97lon-103.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,40.97,-103.06,POINT (-103.06 40.97),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat40.97lon-103.06CO
460,windlat40.99lon-107.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,40.99,-107.06,POINT (-107.06 40.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat40.99lon-107.06CO
